id,covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
2314,1,1,Female,5,5,White,3,Minnesota,West North Central,NA
2315,1,1,Female,2,4,White,3,CO,Mountain,NA
2316,1,1,Male,5,2,White,2,Ohio,East North Central,NA
2317,1,1,Female,3,3,White,2,California,Pacific,NA
2318,1,1,Female,4,5,White,2,Ohio,East North Central,NA
2319,1,1,Male,3,2,White,1,Illinois,East North Central,NA
2320,1,1,Female,4,2,White,2,TN,East South Central,NA
2321,1,1,Female,3,3,White,1,delaware,South Atlantic,NA
2322,1,1,Female,4,3,White,2,Minnesota,West North Central,NA
2323,1,1,Female,1,4,White,2,Ohio,East North Central,NA
2324,1,1,Female,2,4,NA,4,North Carolina,South Atlantic,NA
2325,1,1,Female,2,5,White,3,Ne,West North Central,NA
2326,1,1,Male,5,4,White,2,Flordia,South Atlantic,NA
2327,1,1,Female,3,4,Other,2,Maryland,South Atlantic,NA
2328,1,1,Female,2,4,Black,2,NC,South Atlantic,NA
2329,1,1,Male,4,4,White,3,Massachusetts,New England,NA
2330,1,1,Female,2,2,White,1,Nevada,Mountain,NA
2331,1,1,Female,3,4,White,3,PA,Mid-Atlantic,NA
2332,1,1,Female,2,4,White,3,Wisconsin,East North Central,NA
2333,1,1,Male,3,4,White,3,Indiana,East North Central,NA
2334,1,1,Female,3,5,White,2,Missouri,West North Central,NA
2335,0,0,Female,3,2,White,1,Georgia,South Atlantic,NA
2336,1,1,Male,5,4,White,3,MO,West North Central,NA
2337,1,1,Female,4,4,White,3,Oregon,Pacific,NA
2338,0,1,Female,3,3,White,2,california,Pacific,NA
2339,0,1,Female,2,2,White,1,Ohio,East North Central,NA
2340,1,1,Female,2,4,White,2,Ny,Mid-Atlantic,NA
2341,1,1,Female,2,2,White,1,Oregon,Pacific,NA
2342,1,1,Female,5,3,White,2,Ohio,East North Central,NA
2343,1,1,Female,5,4,Asian,3,Minnesota,West North Central,NA
2344,1,0,Female,2,5,White,2,Arizona,Mountain,NA
2345,1,1,Female,3,3,White,2,New Mexico,Mountain,NA
2346,1,1,Male,4,5,Hispanic,2,Colorado,Mountain,NA
2347,1,1,Female,5,4,NA,2,Minnesota,West North Central,NA
2348,1,1,Female,4,3,Other,2,Colorado,Mountain,NA
2349,1,1,Female,4,3,White,2,ohio,East North Central,NA
2350,1,1,Female,4,2,White,2,Washington,Pacific,NA
2351,1,1,Female,2,3,White,2,Minnesota,West North Central,NA
2352,1,1,Male,4,5,White,3,Iowa,West North Central,NA
2353,1,1,Male,4,3,Other,2,Oregon,Pacific,NA
2354,1,1,Female,2,4,White,1,Maine,New England,NA
2355,1,1,Female,4,3,White,3,Colorado,Mountain,NA
2356,1,1,Female,3,4,Black,2,OH,East North Central,NA
2357,1,1,Female,2,4,White,3,Georgia,South Atlantic,NA
2358,1,0,Female,3,2,Black,2,Illinois,East North Central,NA
2359,1,1,Female,1,2,White,2,IL,East North Central,NA
2360,1,1,Female,3,3,White,3,Ohio,East North Central,NA
2361,1,1,Female,4,3,White,3,Kentucky,East South Central,NA
2362,1,1,Female,2,2,White,2,Pa,Mid-Atlantic,NA
2363,1,1,Female,NA,NA,NA,2,Texas,West South Central,NA
2364,1,1,Female,4,3,White,1,Utah,Mountain,NA
2365,0,0,Female,4,1,White,3,Washington,Pacific,NA
2366,1,1,Female,3,4,White,2,SC,South Atlantic,NA
2367,1,1,Female,2,2,White,1,Maryland,South Atlantic,NA
2368,0,1,Female,3,1,White,1,TN,East South Central,NA
2369,1,1,Female,3,4,White,2,Idaho,Mountain,NA
2370,1,0,Female,4,1,White,1,Iowa,West North Central,NA
2371,1,1,Female,2,2,White,2,Maine,New England,NA
2372,0,1,Female,3,5,White,2,New York,Mid-Atlantic,NA
2373,1,1,Male,4,1,White,4,Massachusetts,New England,NA
2374,0,1,Male,2,4,White,2,Arizona,Mountain,NA
2375,1,1,Female,3,4,White,2,NA,NA,NA
2376,1,1,Male,3,2,White,2,CT,New England,NA
2377,1,1,Female,2,5,Hispanic,3,California,Pacific,NA
2378,1,0,Female,2,3,White,2,Virginia,South Atlantic,NA
2379,1,0,Female,2,1,Other,2,Washington,Pacific,NA
2380,1,1,Male,5,NA,White,1,Arkansas,West South Central,NA
2381,0,1,Male,4,3,Hispanic,2,Texas,West South Central,NA
2382,1,1,Female,3,2,White,2,DE,South Atlantic,NA
2383,1,1,Male,4,5,White,3,virginia,South Atlantic,NA
2384,0,1,Female,3,4,Black,2,Ohio,East North Central,NA
2385,0,1,Female,3,4,White,2,Alabama,East South Central,NA
2386,0,1,Female,3,1,White,1,Arkansas,West South Central,NA
2387,1,1,Male,2,4,White,2,New York,Mid-Atlantic,NA
2388,1,1,Male,5,2,White,2,Florida,South Atlantic,NA
2389,1,1,Female,4,4,White,2,Kentucky,East South Central,NA
2390,1,1,Male,4,1,White,2,pa,Mid-Atlantic,NA
2391,1,1,Male,2,4,White,1,New Jersey,Mid-Atlantic,NA
2392,0,0,Female,3,NA,White,2,Ohio,East North Central,NA
2393,0,1,Female,4,3,White,2,46750,East North Central,NA
2394,1,0,Female,1,1,Other,3,AK,West South Central,NA
2395,1,1,Female,2,5,White,2,Ohio,East North Central,NA
2396,1,1,Male,5,1,White,3,VA,South Atlantic,NA
2397,1,1,Female,2,4,White,2,Ny,Mid-Atlantic,NA
2398,1,1,Female,2,4,White,2,Ohio,East North Central,NA
2399,1,1,Female,3,2,White,1,Pennsylvania,Mid-Atlantic,NA
2400,1,1,Female,3,2,Hispanic,1,New York,Mid-Atlantic,NA
2401,1,1,Female,4,4,White,3,Ohio,East North Central,NA
2402,1,1,Male,5,2,White,3,Pennsylvania,Mid-Atlantic,NA
2403,1,1,Male,4,4,White,2,idaho,Mountain,NA
2404,0,1,Male,3,2,White,2,alabama,East South Central,NA
2405,1,1,Male,5,5,White,4,Maryland,South Atlantic,NA
2406,1,1,Male,2,4,Other,3,AL,East South Central,NA
2407,1,1,Female,3,4,White,2,Iowa,West North Central,NA
2408,1,1,Female,5,4,White,2,KY,East South Central,NA
2409,0,1,Female,5,1,White,2,Minnesota,West North Central,NA
2410,1,1,Female,3,2,White,2,California,Pacific,NA
2411,1,1,Female,3,2,Other,2,NEW YORK,Mid-Atlantic,NA
2412,1,1,Female,2,2,White,2,Louisiana,New England,NA
2413,1,0,Female,2,2,White,1,Washington,Pacific,NA
2414,0,1,Female,4,3,White,2,Indiana,East North Central,NA
2415,1,1,Female,2,4,White,3,Minnesota,West North Central,NA
2416,1,1,Female,4,2,White,2,Wyoming,Mountain,NA
2417,0,1,Female,3,3,White,1,Oregon,Pacific,NA
2418,1,1,Male,5,3,White,2,Ohio,East North Central,NA
2419,1,1,Female,4,4,White,3,Tennessee,East South Central,NA
2420,1,1,Female,3,2,White,1,Michigan,East North Central,NA
2421,1,1,Female,4,4,White,2,New York,Mid-Atlantic,NA
2422,0,0,Female,4,NA,White,2,Massachusetts,New England,NA
2423,1,1,Female,5,3,White,2,Maryland,South Atlantic,NA
2424,1,1,Female,2,2,White,2,AZ,Mountain,NA
2425,1,1,Male,2,2,Other,1,Ohio,East North Central,NA
2426,1,1,Female,2,5,White,3,New York,Mid-Atlantic,NA
2427,1,1,Female,3,2,White,2,NC,South Atlantic,NA
2428,1,1,Male,2,4,White,3,Minnesota,West North Central,NA
2429,1,1,Male,3,1,Black,1,Alabama,East South Central,NA
2430,0,0,Female,2,2,White,2,Iowa,West North Central,NA
2431,1,1,Male,3,5,White,2,New York,Mid-Atlantic,NA
2432,1,1,Female,2,5,White,2,New York,Mid-Atlantic,NA
2433,1,1,Female,3,3,White,3,Texas,West South Central,NA
2434,1,1,Female,3,4,White,4,Georgia,South Atlantic,NA
2435,0,0,Female,3,2,White,1,Oregon,Pacific,NA
2436,1,1,Female,3,5,Hispanic,2,Florida,South Atlantic,NA
2437,1,1,Female,5,3,White,2,OR,Pacific,NA
2438,1,1,Female,3,1,White,2,Tennessee,East South Central,NA
2439,1,1,Female,2,2,White,1,Missouri,West North Central,NA
2440,1,1,Male,5,5,White,2,Nevada,Mountain,NA
2441,1,0,Female,2,1,White,1,Ohio,East North Central,NA
2442,1,1,Female,5,3,White,2,oregon,Pacific,NA
2443,1,1,Female,4,4,White,3,Indiana,East North Central,NA
2444,1,0,Female,2,4,White,2,Minnesota,West North Central,NA
2445,0,1,Male,3,4,Black,2,Tennessee,East South Central,NA
2446,1,0,Female,3,1,White,2,New York,Mid-Atlantic,NA
2447,1,1,NA,4,1,White,2,Oklahoma,West South Central,NA
2448,1,1,Female,2,3,White,2,MD,South Atlantic,NA
2449,1,1,Female,2,4,White,2,Ohio,East North Central,NA
2450,0,0,Male,3,3,Hispanic,2,Alabama,East South Central,NA
2451,1,1,Male,2,4,White,3,Maryland,South Atlantic,NA
2452,0,0,Female,5,3,White,3,Maryland,South Atlantic,NA
2453,0,1,Female,3,2,Hispanic,2,Texas,West South Central,NA
2454,1,0,Male,5,2,White,2,Alabama,East South Central,NA
2455,1,1,Female,3,4,White,2,MI,East North Central,NA
2456,1,1,Female,4,4,White,2,missouri,West North Central,NA
2457,1,1,Female,3,4,White,2,PA,Mid-Atlantic,NA
2458,1,1,Female,4,2,White,2,Oregon,Pacific,NA
2459,1,1,Male,5,5,White,2,Colorado,Mountain,NA
2460,0,0,Female,4,4,White,3,Arizona,Mountain,NA
2461,1,1,Female,4,2,White,2,Tennessee,East South Central,NA
2462,0,1,Male,2,3,White,4,Oklahoma,West South Central,NA
2463,1,1,Female,2,2,White,2,Minnesota,West North Central,NA
2464,1,1,Female,2,5,White,2,Ohio,East North Central,NA
2465,1,1,Female,3,3,White,3,Missouri,West North Central,NA
2466,0,1,Female,2,2,Other,2,Missouri,West North Central,NA
2467,0,0,Female,3,2,White,2,Florida,South Atlantic,NA
2468,0,1,Female,2,1,Hispanic,1,NY,Mid-Atlantic,NA
2469,1,1,Female,4,2,White,2,new york,Mid-Atlantic,NA
2470,0,0,Female,3,3,Other,1,Tennessee,East South Central,NA
2471,0,1,Female,2,3,White,2,Tennessee,East South Central,NA
2472,1,1,Female,3,3,White,2,Georgia,South Atlantic,NA
2473,1,1,Female,3,3,White,2,Massachusetts,New England,NA
2474,1,1,Male,3,2,White,1,Wisconsin,East North Central,NA
2475,1,1,Male,5,4,White,2,Missouri,West North Central,NA
2476,1,1,NA,1,1,White,2,Pennsylvania,Mid-Atlantic,NA
2477,1,1,Female,2,2,White,2,Neb,West North Central,NA
2478,1,1,Female,5,1,Other,2,NEW JERSEY,Mid-Atlantic,NA
2479,1,1,Female,2,3,White,1,Kentucky,East South Central,NA
2480,1,1,Female,5,1,White,2,Georgia,South Atlantic,NA
2481,0,0,Female,3,1,White,2,Oregon,Pacific,NA
2482,1,1,NA,3,NA,NA,3,md,South Atlantic,NA
2483,0,1,Male,3,1,Hispanic,1,California,Pacific,NA
2484,1,0,Female,2,3,White,1,TN,East South Central,NA
2485,1,1,Female,5,5,White,2,Ohio,East North Central,NA
2486,1,1,Male,5,5,White,3,oregon,Pacific,NA
2487,0,0,Female,2,1,White,1,Arizona,Mountain,NA
2488,1,1,NA,NA,2,NA,3,Illinois,East North Central,NA
2489,1,1,Male,3,2,White,1,Colorado,Mountain,NA
2490,1,1,Female,3,2,Hispanic,2,VA,South Atlantic,NA
2491,1,1,Male,4,5,NA,3,Illinois,East North Central,NA
2492,1,1,Female,3,4,White,2,Connecticut,New England,NA
2493,1,1,Female,3,2,Black,2,North Carolina,South Atlantic,NA
2494,1,1,Female,3,3,White,1,Pennsylvania,Mid-Atlantic,NA
2495,1,1,Male,3,1,White,2,OHIO,East North Central,NA
2496,0,1,Female,1,2,Other,1,Florida,South Atlantic,NA
2497,1,1,Female,2,4,White,2,Ohio,East North Central,NA
2498,1,1,Female,4,3,White,2,Ohio,East North Central,NA
2499,1,1,Female,4,4,White,2,Georgia,South Atlantic,NA
2500,0,0,Female,2,1,White,2,WV,South Atlantic,NA
2501,0,1,Female,4,3,White,2,Arizona,Mountain,NA
2502,0,0,Female,5,1,White,2,washington,Pacific,NA
2503,0,0,Female,2,4,Black,2,GA,South Atlantic,NA
2504,1,1,Female,2,5,White,3,CT,New England,NA
2505,1,1,Female,3,4,White,3,CA,Pacific,NA
2506,1,1,Female,4,3,White,2,Illinois,East North Central,NA
2507,1,1,Male,5,3,White,3,florida,South Atlantic,NA
2508,1,1,Female,3,2,White,2,Ohio,East North Central,NA
2509,1,1,Male,5,4,White,3,Missouri,West North Central,NA
2510,1,1,Male,5,3,White,2,Minnesota,West North Central,NA
2511,1,1,Male,4,4,White,2,ny,Mid-Atlantic,NA
2512,1,1,Male,4,3,White,2,Iowa,West North Central,NA
2513,0,0,Female,1,2,Hispanic,2,Ohio,East North Central,NA
2514,1,1,Female,4,5,White,4,MN,West North Central,NA
2515,1,0,Female,5,3,White,2,NA,NA,NA
2516,1,1,Male,5,5,White,3,Virginia,South Atlantic,NA
2517,1,1,Female,3,3,White,3,Washington,Pacific,NA
2518,1,1,Female,2,3,Asian,2,Tennessee,East South Central,NA
2519,1,1,Male,4,5,White,3,Virginia,South Atlantic,NA
2520,1,0,Male,5,3,White,2,tn.,East South Central,NA
2521,1,1,Female,3,4,White,2,Massachusetts,New England,NA
2522,1,1,Female,5,4,White,3,Virginia,South Atlantic,NA
2523,0,1,Female,4,2,White,2,Indiana,East North Central,NA
2524,1,1,Female,4,1,White,2,Alabama,East South Central,NA
2525,1,1,Male,4,3,White,1,Virginia,South Atlantic,NA
2526,0,0,Female,2,1,White,1,California,Pacific,NA
2527,1,1,Female,2,4,White,2,WA,Pacific,NA
2528,1,1,Female,1,1,White,3,North Carolina,South Atlantic,NA
2529,1,1,Female,4,5,Black,2,MD,South Atlantic,NA
2530,1,1,Female,2,5,White,2,Washington,Pacific,NA
2531,1,1,Female,1,1,White,3,Ohio,East North Central,NA
2532,0,1,Female,3,4,Black,2,Georgia,South Atlantic,NA
2533,1,1,Female,2,4,White,2,New York,Mid-Atlantic,NA
2534,1,1,Male,2,3,White,2,Washington,Pacific,NA
2535,1,1,Female,2,2,White,3,Florida,South Atlantic,NA
2536,1,1,Female,4,5,White,1,Ohio,East North Central,NA
2537,1,1,Male,4,2,White,3,Virginia,South Atlantic,NA
2538,1,1,Female,3,5,White,3,MN,West North Central,NA
2539,0,0,Female,5,3,White,2,Indiana,East North Central,NA
2540,0,1,Female,4,1,White,2,PA,Mid-Atlantic,NA
2541,1,1,Female,2,2,White,2,Massachusetts,New England,NA
2542,1,1,Female,5,4,White,3,New Mexico,Mountain,NA
2543,1,0,Male,3,1,White,1,Kentucky,East South Central,NA
2544,1,1,Female,3,4,White,2,Pa,Mid-Atlantic,NA
2545,1,1,Female,4,1,White,2,MA,New England,NA
2546,1,1,Male,5,1,White,2,Ohio,East North Central,NA
2547,1,1,Female,2,4,White,3,Georgia,South Atlantic,NA
2548,1,1,Female,2,2,Asian,1,North Carolina,South Atlantic,NA
2549,1,1,Male,4,5,White,3,DC,South Atlantic,NA
2550,1,1,Female,2,2,White,2,Virginia,South Atlantic,NA
2551,1,1,Female,2,1,White,2,Colorado,Mountain,NA
2552,1,1,Female,4,3,NA,1,dc,South Atlantic,NA
2553,1,1,Female,5,3,White,3,North Carolina,South Atlantic,NA
2554,1,1,Female,5,2,White,3,Tennessee,East South Central,NA
2555,0,0,Female,3,4,White,3,CA,Pacific,NA
2556,1,1,Male,4,4,White,3,Ca,Pacific,NA
2557,1,1,Female,2,4,White,3,Ohio,East North Central,NA
2558,0,1,Male,5,2,White,1,az,Mountain,NA
2559,1,1,Male,4,5,White,3,New York,Mid-Atlantic,NA
2560,1,1,Male,4,1,White,2,NA,NA,NA
2561,0,1,Female,2,3,White,1,Iowa,West North Central,NA
2562,0,0,Male,2,4,Hispanic,3,MA,New England,NA
2563,1,1,Male,5,3,White,2,Kansas,West North Central,NA
2564,1,1,Male,4,4,White,3,Minnesota,West North Central,NA
2565,1,1,Female,3,4,White,3,NC,South Atlantic,NA
2566,1,1,Female,2,5,White,2,NC,South Atlantic,NA
2567,1,1,Male,4,2,White,2,al,East South Central,NA
2568,1,1,Male,5,4,White,3,TN,East South Central,NA
2569,1,1,Male,3,5,White,2,California,Pacific,NA
2570,1,1,Female,2,5,White,3,California,Pacific,NA
2571,1,1,Female,2,2,White,3,Wyoming,Mountain,NA
2572,1,1,Female,2,2,White,3,Ohio,East North Central,NA
2573,1,1,Male,5,3,White,2,NA,NA,NA
2574,1,1,Female,4,3,White,2,Indiana,East North Central,NA
2575,0,0,Female,3,4,White,2,Illinois,East North Central,NA
2576,1,1,Female,5,2,White,2,Tennessean,East South Central,NA
2577,1,1,Male,5,5,White,2,Tennessee,East South Central,NA
2578,1,1,Female,4,3,White,2,Maryland,South Atlantic,NA
2579,1,1,Female,5,4,White,2,Mn,West North Central,NA
2580,1,1,Female,3,1,White,1,Kentucky,East South Central,NA
2581,1,0,Female,2,4,White,2,Alaska,Pacific,NA
2582,1,1,Male,4,1,White,2,Massachusetts,New England,NA
2583,0,1,Female,2,5,White,3,PA,Mid-Atlantic,NA
2584,1,1,Female,3,1,White,2,New York,Mid-Atlantic,NA
2585,1,1,Female,5,3,White,3,VA,South Atlantic,NA
2586,1,1,Male,5,5,White,2,GA,South Atlantic,NA
2587,0,0,Male,5,5,NA,2,OH,East North Central,NA
2588,1,1,Female,3,3,Hispanic,3,Illinois,East North Central,NA
2589,1,1,Male,4,3,White,1,Florida,South Atlantic,NA
2590,1,1,Male,5,5,NA,3,TN,East South Central,NA
2591,0,1,Female,3,2,White,1,GA,South Atlantic,NA
2592,0,1,Female,1,2,Other,2,California,Pacific,NA
2593,1,1,Female,4,NA,Other,2,CA,Pacific,NA
2594,0,1,Female,3,2,White,2,Minnesota,West North Central,NA
2595,0,1,Female,3,3,White,2,TX,West South Central,NA
2596,1,1,Female,2,4,White,2,KS,West North Central,NA
2597,0,0,Female,3,1,White,2,NC,South Atlantic,NA
2598,1,1,Male,2,1,Hispanic,2,California,Pacific,NA
2599,1,1,Female,2,2,Hispanic,1,California,Pacific,NA
2600,1,1,Female,3,2,Other,2,NY,Mid-Atlantic,NA
2601,1,1,Male,3,2,Other,1,Ohio,East North Central,NA
2602,0,1,Female,1,2,Black,1,Florida,South Atlantic,NA
2603,1,1,Female,1,2,White,2,Tennessee,East South Central,NA
2604,1,1,Female,3,5,Black,2,Tennessee,East South Central,NA
2605,1,1,Female,3,5,Hispanic,2,Illinois,East North Central,NA
2606,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,NA
2607,1,1,Female,4,3,White,2,Wisconsin,East North Central,NA
2608,1,1,Female,2,3,Other,1,North Carolina,South Atlantic,NA
2609,1,1,Female,3,2,White,2,New York,Mid-Atlantic,NA
2610,1,1,Female,2,4,Black,2,Florida,South Atlantic,NA
2611,1,1,Female,3,3,White,2,Tennessee,East South Central,NA
2612,1,1,Female,3,3,White,2,Ohio,East North Central,NA
2613,1,1,Female,2,2,White,2,Georgia,South Atlantic,NA
2614,0,0,Female,1,1,White,3,South Carolina,South Atlantic,NA
2615,1,1,Female,2,2,Other,2,Tennessee,East South Central,NA
2616,0,1,Male,5,3,White,2,California,Pacific,NA
2617,1,1,Female,4,3,White,2,Tennessee,East South Central,NA
2618,1,1,Female,2,5,White,1,Iowa,West North Central,NA
2619,1,1,Female,3,1,White,2,New Mexico,Mountain,NA
2620,1,1,Female,4,2,White,1,North Carolina,South Atlantic,NA
2621,0,1,Male,4,3,White,2,Florida,South Atlantic,NA
2622,1,1,Female,4,4,White,2,Maryland,South Atlantic,NA
2623,0,1,Female,2,2,White,2,Oregon,Pacific,NA
2624,1,1,Female,5,4,White,2,Ohio,East North Central,NA
2625,1,1,Male,4,4,White,2,Michigan,East North Central,NA
2626,0,1,Male,2,2,White,2,Tennessee,East South Central,NA
2627,1,1,Female,4,4,White,2,Ohio,East North Central,NA
2628,0,1,Female,4,2,White,2,California,Pacific,NA
2629,1,0,Female,5,3,White,2,Missouri,West North Central,NA
2630,1,0,Female,3,2,White,3,South Carolina,South Atlantic,NA
2631,1,1,Female,2,3,White,2,Minnesota,West North Central,NA
2632,1,1,Female,1,2,Asian,2,Tennessee,East South Central,NA
2633,1,1,Female,2,5,White,3,Minnesota,West North Central,NA
2634,1,1,Male,1,2,White,2,Alabama,East South Central,NA
2635,0,0,Female,3,1,White,2,South Carolina,South Atlantic,NA
2636,1,1,Male,5,2,White,2,Tennessee,East South Central,NA
2637,1,1,Male,3,2,White,1,Oregon,Pacific,NA
2638,1,1,Female,4,3,White,2,Missouri,West North Central,NA
2639,1,1,Female,5,2,White,2,North Carolina,South Atlantic,NA
2640,1,1,Female,2,4,White,3,Texas,West South Central,NA
2641,1,1,Male,5,4,White,3,California,Pacific,NA
2642,1,0,Female,3,3,White,2,Florida,South Atlantic,NA
2643,1,1,Female,3,3,Asian,2,Utah,Mountain,NA
2644,1,1,Female,4,2,Asian,2,Pennsylvania,Mid-Atlantic,NA
2645,1,1,Female,2,4,White,2,Missouri,West North Central,NA
2646,1,1,Female,3,5,White,3,Tennessee,East South Central,NA
2647,1,1,NA,2,2,White,2,Massachusetts,New England,NA
2648,1,1,Female,3,4,White,2,Nebraska,West North Central,NA
2649,1,1,Female,2,2,White,2,California,Pacific,NA
2650,1,1,Female,NA,2,NA,2,Washington,Pacific,NA
2651,1,1,Male,5,4,White,2,Arizona,Mountain,NA
2652,1,0,Female,2,1,White,2,Georgia,South Atlantic,NA
2653,1,0,Female,1,2,White,1,Arizona,Mountain,NA
2654,1,1,Female,2,2,Asian,2,Nevada,Mountain,NA
2655,1,1,Female,2,4,White,2,DC,South Atlantic,NA
2656,1,1,Female,1,2,White,2,Illinois,East North Central,NA
2657,1,0,Female,2,1,White,1,Illinois,East North Central,NA
2658,0,1,Female,4,3,White,2,Pennsylvania,Mid-Atlantic,NA
2659,1,0,Female,2,2,White,2,Arkansas,West South Central,NA
2660,0,1,Female,2,2,White,2,North Carolina,South Atlantic,NA
2661,1,1,Male,3,4,White,3,Colorado,Mountain,NA
2662,1,1,Male,5,5,White,3,Oregon,Pacific,NA
2663,1,1,Female,2,3,White,2,Washington,Pacific,NA
2664,0,0,Male,2,3,Other,2,Alaska,Pacific,NA
2665,1,1,Female,3,4,White,3,New York,Mid-Atlantic,NA
2666,0,0,Female,3,2,White,2,Washington,Pacific,NA
2667,1,1,Female,4,2,White,2,Maryland,South Atlantic,NA
2668,1,0,Male,3,3,White,2,Missouri,West North Central,NA
2669,1,1,Female,4,4,White,2,Wisconsin,East North Central,NA
2670,0,1,Male,3,2,White,2,Ohio,East North Central,NA
2671,0,1,Female,3,3,White,2,North Carolina,South Atlantic,NA
2672,1,1,Male,4,5,White,2,Kentucky,East South Central,NA
2673,1,1,Male,2,4,Asian,2,Georgia,South Atlantic,NA
2674,1,1,Female,1,3,White,2,New York,Mid-Atlantic,NA
2675,1,1,Female,3,2,White,2,Ohio,East North Central,NA
2676,0,1,Male,2,5,Black,2,Ohio,East North Central,NA
2677,0,1,Female,2,3,White,2,Tennessee,East South Central,NA
2678,1,1,Male,3,2,White,3,North Carolina,South Atlantic,NA
2679,0,0,Male,3,3,White,2,Minnesota,West North Central,NA
2680,1,1,Male,2,4,White,2,Ohio,East North Central,NA
2681,1,1,Male,5,5,White,2,New York,Mid-Atlantic,NA
2682,1,1,Female,1,2,White,2,Illinois,East North Central,NA
2683,1,1,Female,4,2,Hispanic,2,Iowa,West North Central,NA
2684,1,1,Female,2,5,Hispanic,2,Georgia,South Atlantic,NA
2685,1,1,Female,4,5,White,2,Tennessee,East South Central,NA
2686,1,1,Male,4,3,White,3,Kansas,West North Central,NA
2687,1,1,Female,4,5,White,2,Tennessee,East South Central,NA
2688,1,1,Female,4,2,White,2,Virginia,South Atlantic,NA
2689,1,1,Female,4,3,White,2,Arkansas,West South Central,NA
2690,1,1,Female,1,3,White,2,Wisconsin,East North Central,NA
2691,1,1,Male,4,1,White,4,Minnesota,West North Central,NA
2692,1,1,Female,1,2,White,4,Ohio,East North Central,NA
2693,1,1,Female,2,4,Other,3,California,Pacific,NA
2694,0,1,Female,2,1,Black,1,Ohio,East North Central,NA
2695,1,1,Female,3,2,Other,1,California,Pacific,NA
2696,1,1,Female,2,2,White,2,Virginia,South Atlantic,NA
2697,1,1,Male,5,4,White,4,Missouri,West North Central,NA
2698,1,1,Female,2,5,White,2,Illinois,East North Central,NA
2699,1,1,Female,1,2,White,2,Massachusetts,New England,NA
2700,1,1,Male,5,2,White,2,California,Pacific,NA
2701,1,1,Female,3,5,White,2,Georgia,South Atlantic,NA
2702,1,1,Male,2,4,White,2,Michigan,East North Central,NA
2703,0,1,Female,3,3,Hispanic,3,Tennessee,East South Central,NA
2704,0,1,Female,5,2,Black,2,Arkansas,West South Central,NA
2705,1,1,Female,2,4,White,2,North Dakota,West North Central,NA
2706,0,1,Female,3,5,White,2,Ohio,East North Central,NA
2707,1,1,Female,4,4,White,2,Wisconsin,East North Central,NA
2708,1,0,Female,1,NA,White,2,Oklahoma,West South Central,NA
2709,1,1,Female,2,4,White,2,Kentucky,East South Central,NA
2710,1,1,Female,2,2,Black,2,Ohio,East North Central,NA
2711,1,1,Female,5,1,Other,1,Georgia,South Atlantic,NA
2712,0,0,Male,4,3,White,2,Missouri,West North Central,NA
2713,1,0,Female,3,4,White,2,Oklahoma,West South Central,NA
2714,0,1,Female,2,2,White,4,Tennessee,East South Central,NA
2715,1,1,Male,5,3,White,2,Ohio,East North Central,NA
2716,1,0,Female,3,4,White,2,South Carolina,South Atlantic,NA
2717,1,1,Female,2,2,White,3,Vermont,New England,NA
2718,0,1,Female,3,1,White,1,Ohio,East North Central,NA
2719,1,1,Female,4,4,White,3,Connecticut,New England,NA
2720,1,1,Male,2,2,White,2,Ohio,East North Central,NA
2721,0,1,Male,3,2,White,2,Ohio,East North Central,NA
2722,1,1,Female,2,4,White,2,New York,Mid-Atlantic,NA
2723,0,1,Female,3,3,White,3,NA,NA,NA
2724,1,0,Male,3,2,White,2,Texas,West South Central,NA
2725,1,1,Female,2,4,White,2,Ohio,East North Central,NA
2726,1,0,Female,5,2,White,2,Florida,South Atlantic,NA
2727,1,1,Female,3,4,White,2,Alabama,East South Central,NA
2728,1,1,Female,2,3,Black,2,Ohio,East North Central,NA
2729,1,1,Female,4,3,White,2,New York,Mid-Atlantic,NA
2730,0,0,Male,2,3,White,2,Ohio,East North Central,NA
2731,1,1,Male,4,4,White,3,Ohio,East North Central,NA
2732,1,1,Female,2,4,White,2,Alabama,East South Central,NA
2733,1,1,Female,3,3,White,2,Alabama,East South Central,NA
2734,1,1,Female,2,4,Other,2,Missouri,West North Central,NA
2735,0,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,NA
2736,1,1,Female,3,5,White,3,Illinois,East North Central,NA
2737,1,1,Female,3,2,White,2,Ohio,East North Central,NA
2738,1,1,Female,2,3,White,2,North Carolina,South Atlantic,NA
2739,1,0,Male,5,2,White,2,Alabama,East South Central,NA
2740,1,1,Female,3,1,Other,2,Ohio,East North Central,NA
2741,1,1,Female,2,3,White,2,Minnesota,West North Central,NA
2742,1,1,Female,3,5,White,3,Ohio,East North Central,NA
2743,1,0,Female,2,4,Asian,2,New Jersey,Mid-Atlantic,NA
2744,1,1,Male,5,3,White,2,Maine,New England,NA
2745,1,1,Female,2,5,White,2,South Carolina,South Atlantic,NA
2746,1,1,Male,4,4,White,2,Minnesota,West North Central,NA
2747,1,1,Female,2,4,White,3,New York,Mid-Atlantic,NA
2748,1,1,Female,3,4,White,3,Kentucky,East South Central,NA
2749,1,1,Female,2,3,White,1,Arizona,Mountain,NA
2750,1,1,Female,2,4,White,2,Ohio,East North Central,NA
2751,1,1,Female,4,4,White,2,Pennsylvania,Mid-Atlantic,NA
